Vmag,Plx,B-V,SpType
7.37,4.73,1.08,K0III
8.57,2.36,1.081,K0III
7.2,2.75,1.081,K0III
8.09,1.53,1.083,K0III
9.05,3.38,1.083,K0III
5.78,11.29,1.084,K0III
6.93,4.4,1.085,K0III
6.6,4.92,1.085,K0III
9.21,0.73,1.086,K0III
7.97,3.15,1.086,K0III
8.43,3.84,1.086,K0III
7.39,6.16,1.086,K0III
8.79,3.07,1.087,K0III
8.27,3.84,1.087,K0III
7.21,7.86,1.087,K0III
8.13,2.71,1.089,K0III
6.26,8.58,1.09,K0III
7.91,5.47,1.091,K0III
5.9,5.66,1.091,K0III
9.11,2.94,1.092,K0III
8.92,1.42,1.093,K0III
8.45,2.74,1.093,K0III
7.71,5.05,1.093,K0III
8.4,5.3,1.094,K0III
9.02,1.57,1.096,K0III
8.33,2.81,1.099,K0III
8.26,3.73,1.1,K0III
8.54,1.65,1.101,K0III
7.41,4.81,1.101,K0III
8.84,3.09,1.106,K0III
9.3,0.82,1.107,K0III
8.33,2.19,1.107,K0III
8.1,3.13,1.107,K0III
7.38,5.58,1.108,K0III
8.37,3.14,1.109,K0III
7.74,2.08,1.11,K0III
8.99,2.73,1.11,K0III
8.17,2.8,1.11,K0III
8.86,3,1.111,K0III
8.7,4.12,1.111,K0III
9.1,3.19,1.113,K0III
7.3,5.8,1.117,K0III
8.69,3.59,1.118,K0III
9.01,1.44,1.122,K0III
7.21,5.43,1.122,K0III
6.91,3.69,1.123,K0III
7.78,4.79,1.123,K0III
8.8,3.49,1.128,K0III
7.98,3.87,1.13,K0III
7.34,4.39,1.131,K0III
9.23,3.03,1.132,K0III
8.99,4.25,1.134,K0III
6.74,8.67,1.136,K0III
9.1,0.92,1.137,K0III
9.07,1.11,1.14,K0III
8.17,1.34,1.14,K0III
7.6,3.27,1.14,K0III
8.71,5.93,1.141,K0III
8.88,2.79,1.143,K0III
8.67,2.2,1.144,K0III
9.5,-0.18,1.147,K0III
8.8,2.32,1.147,K0III
7.62,4.76,1.148,K0III
9.26,1.99,1.149,K0III
8.2,2.54,1.15,K0III
8.9,2.69,1.15,K0III
8.32,2.76,1.154,K0III
8.49,1.18,1.158,K0III
8.36,3.32,1.158,K0III
7.53,5.49,1.166,K0III
7.07,6.01,1.166,K0III
7.35,3.47,1.169,K0III
8.52,3.71,1.175,K0III
8.99,0.05,1.177,K0III
8.14,1.66,1.18,K0III
6.99,4.25,1.187,K0III
9.65,3.05,1.2,K0III
7.34,1.69,1.201,K0III
7.48,3.62,1.216,K0III
8.25,3.92,1.22,K0III
9.15,0.28,1.223,K0III
9.14,1.88,1.245,K0III
9.24,2.9,1.26,K0III
7.11,3.7,1.26,K0III
8.35,1.68,1.29,K0III
8.57,3.13,1.56,K0III
4.61,17.11,0.928,K0III SB
4.67,8.64,1.047,K0III...
2.4,42.14,1.083,K0III...
8.47,5.95,0.956,K0III/IV
8.47,0.49,0.974,K0III/IV
8.28,2.29,0.984,K0III/IV
8.08,4.46,0.989,K0III/IV
7.11,8.54,0.997,K0III/IV
8.49,3.06,0.999,K0III/IV
8.11,5.17,1.031,K0III/IV
8.12,5.26,1.039,K0III/IV
8.03,6.54,1.046,K0III/IV
8.88,1.79,1.047,K0III/IV
8.7,0.33,1.064,K0III/IV
8.77,0.95,1.071,K0III/IV
8.65,3.49,1.096,K0III/IV
7.7,5.09,1.2,K0III/IV
9.67,2.16,1.244,K0III/IV
6.5,5.99,1.079,K0III:
8.2,2.49,0.88,K0III+...
7.96,2.95,0.973,K0IIICN...
8.34,5.97,0.973,K0IIICN...
8.53,2.66,1.039,K0IIICN...
8.7,2.05,1.091,K0IIICN...
6.61,13.28,0.905,K0IIICNIV
7.61,4.51,1.132,K0II-III
2.24,14.27,1.17,K0II-IIIvar
3.93,22.15,0.972,K0III-IV
8.22,4.65,1.016,K0III-IV
5.89,8.17,1.031,K0III-IV
8.24,2.17,1.038,K0III-IV
6.95,7.17,1.06,K0III-IV
7.95,6.12,1.067,K0III-IV
4.87,16.68,1.077,K0III-IV
5.4,7.95,1.106,K0III-IV
8.27,3.47,1.11,K0III-IV
4.51,20.11,1.092,K0III-IV...
9.07,0.42,0.68,K0IIIp
7.04,5.61,1.122,K0IIIp
7.63,1.71,1.131,K0IIIp...
4.77,15.54,0.998,K0IIIvar
8.04,2.27,1.046,K0IIIvar
8.39,15.15,0.816,K0IV
6.44,21.53,0.847,K0IV
8.02,34.52,0.87,K0IV
8.7,11.62,0.874,K0IV
8.27,7.54,0.879,K0IV
6.18,25.37,0.883,K0IV
6.99,23.8,0.9,K0IV
7.85,33.09,0.9,K0IV
8.1,7.67,0.944,K0IV
9.41,4.88,0.947,K0IV
8.98,3.36,0.966,K0IV
8.64,10.08,0.969,K0IV
7.6,3.08,0.976,K0IV
6.68,20.41,0.987,K0IV
7.92,20.24,0.991,K0IV
6.04,12.88,1.001,K0IV
5.7,13.25,1.005,K0IV
5.86,14.65,1.01,K0IV
8.76,4.21,1.012,K0IV
7.89,9.01,1.027,K0IV
8.36,3.98,1.031,K0IV
8.39,2.57,1.05,K0IV
8.4,2.7,1.07,K0IV
8.3,3.27,1.152,K0IV
7.92,3.02,1.2,K0IV
6.42,4.7,1.241,K0IV
7.18,3.02,1.31,K0IV
8.49,2.86,1.72,K0IV
9.03,15.94,0.762,K0IV/V
9.62,6.3,0.78,K0IV/V
8.06,27.87,0.849,K0IV/V
9.4,5.45,0.876,K0IV/V
8.79,7.79,0.88,K0IV/V
9.39,6.77,0.9,K0IV/V
9.24,4.21,0.938,K0IV/V
9.03,0.24,1.106,K0IVCN...
8.65,26.3,0.848,K0IV-V
9.43,16.47,0.668,K0V
7.86,25.95,0.75,K0V
6.07,72.98,0.752,K0V
7.55,37.71,0.753,K0V
7.95,29.35,0.755,K0V
6.97,51.27,0.766,K0V
7.22,49.18,0.775,K0V
8.4,23.21,0.78,K0V
8.77,28.63,0.78,K0V
9.6,14.83,0.785,K0V
9.86,7.73,0.789,K0V
9.37,25.82,0.794,K0V
8.98,25.79,0.795,K0V
8.7,30.76,0.798,K0V
7.91,31.35,0.799,K0V
9.27,16.21,0.804,K0V
5.63,100.24,0.804,K0V
8.94,14.46,0.816,K0V
9.64,13.68,0.817,K0V
9.35,19.87,0.821,K0V
7.79,39.16,0.832,K0V
8.63,28.33,0.837,K0V
8.54,21.4,0.84,K0V
9.72,14.49,0.845,K0V
9.59,11.07,0.846,K0V
9.21,24.02,0.846,K0V
5.88,90.03,0.85,K0V
8.23,30.58,0.853,K0V
9.8,22.52,0.855,K0V
9.14,24.14,0.86,K0V
9.41,28.66,0.863,K0V
8.71,20.4,0.87,K0V
5.76,122.75,0.88,K0V
8.53,7.21,0.909,K0V
8.76,1.47,1.008,K0V
9.05,2.02,1.131,K0V
8.73,15.32,0.707,K0V+...
9.04,8.65,0.607,K1/2III: +F
8.81,-0.12,1.216,K1/K2II
9.22,0.17,1.088,K1/K2II/III
8.91,7.44,1.006,K1/K2III
9.44,1.74,1.007,K1/K2III
5.49,12.29,1.021,K1/K2III
5.29,13.45,1.049,K1/K2III
9.06,2.23,1.068,K1/K2III
9.29,3.41,1.096,K1/K2III
8.93,3.77,1.1,K1/K2III
8.92,1.59,1.106,K1/K2III
8.26,0.97,1.113,K1/K2III
8.78,2.32,1.113,K1/K2III
6.09,8.62,1.125,K1/K2III
8.56,2.27,1.134,K1/K2III
8.85,2.01,1.14,K1/K2III
8.81,0.2,1.148,K1/K2III
8.93,2.91,1.156,K1/K2III
6.83,7.84,1.158,K1/K2III
9.3,6.01,1.169,K1/K2III
8.3,1.75,1.171,K1/K2III
8.81,1.87,1.176,K1/K2III
7.65,5.43,1.184,K1/K2III
7.61,3.45,1.185,K1/K2III
9.16,0.98,1.187,K1/K2III
7.11,4.93,1.187,K1/K2III
9.31,2.26,1.195,K1/K2III
8.15,2.61,1.201,K1/K2III
7.98,2.94,1.212,K1/K2III
8.68,2.26,1.238,K1/K2III
7.55,5.66,1.24,K1/K2III
6.55,5.73,1.244,K1/K2III
7.07,5.22,1.245,K1/K2III
7.71,2.25,1.253,K1/K2III
8.85,2.38,1.255,K1/K2III
7.44,5.17,1.279,K1/K2III
9.08,2.61,1.296,K1/K2III
8.77,1.31,1.326,K1/K2III
7.81,2.2,1.367,K1/K2III
8.63,4.42,1.194,K1/K2III/IV
9.51,1.2,1.2,K1/K2III:
9.53,3.89,1.203,K1/K2III:
9.03,3.63,1.349,K1/K2III:
8.8,0.59,1.43,K1/K2III:
8.41,2.74,1.191,K1/K2IIICN.
7.62,3.84,1.227,K1/K2IV
10.12,12.48,0.8,K1/K2V
8.69,31.1,0.876,K1/K2V
9.53,23.86,0.965,K1/K2V
9.31,24.12,0.988,K1/K2V
8.94,3.23,0.801,K1:III+...
7.19,4.44,0.974,K1II
4.08,17.98,1.1,K1II
6.26,5.32,1.122,K1II
6.75,7.5,1.127,K1II
7.47,1.65,1.415,K1II
5.25,15.02,1.044,K1II/III
9.25,15.85,0.864,K1III
9.1,7.1,0.918,K1III
9.11,2.38,0.924,K1III
9.21,7.08,0.927,K1III
7.15,14.1,0.964,K1III
8.69,7.03,0.969,K1III
8.19,3.64,0.97,K1III
5.84,18.18,0.973,K1III
8.45,5.13,0.976,K1III
8.19,10.23,0.98,K1III
6.71,11.4,0.99,K1III
7.55,9.73,1,K1III
8.8,2.23,1.004,K1III
9.27,2.77,1.007,K1III
6.57,7.89,1.007,K1III
8.34,7.29,1.008,K1III
9.59,2.97,1.012,K1III
6.26,6.17,1.013,K1III
9.17,6.55,1.015,K1III
8.94,6.56,1.016,K1III
8.32,0.95,1.022,K1III
8.96,3.62,1.022,K1III
9.17,1.78,1.029,K1III
4.61,25.38,1.029,K1III
6.89,5.9,1.03,K1III
8.15,5.98,1.03,K1III
8.8,5.27,1.031,K1III
7.02,4.6,1.032,K1III
7.33,5.78,1.033,K1III
8.57,1.19,1.035,K1III
8.95,2.68,1.036,K1III
8.61,5.35,1.041,K1III
9.02,3.5,1.043,K1III
9.31,2.98,1.045,K1III
8.97,6.46,1.047,K1III
7.3,6.62,1.049,K1III
8.84,2.31,1.05,K1III
8.66,2.34,1.05,K1III
7.05,6.57,1.05,K1III
6.52,7.17,1.05,K1III
5.68,10.3,1.051,K1III
7.55,5.32,1.052,K1III
5.57,12.55,1.052,K1III
9.14,2.6,1.053,K1III
7.04,7.5,1.06,K1III
9.16,5.56,1.061,K1III
8.24,3.5,1.062,K1III
7.68,5.4,1.062,K1III
8.61,2.97,1.064,K1III
8.22,3.5,1.064,K1III
9.13,3.68,1.066,K1III
7.95,0.87,1.068,K1III
9.29,3.11,1.068,K1III
8.08,4.57,1.068,K1III
8.14,6.78,1.068,K1III
8.98,8.39,1.07,K1III
8.85,3.42,1.071,K1III
8.05,8.64,1.072,K1III
8.26,2.86,1.075,K1III
9.51,3.01,1.075,K1III
6.57,6.59,1.075,K1III
6.12,9.31,1.076,K1III
8.76,4.07,1.077,K1III
8.19,1.79,1.08,K1III
8.99,0.46,1.082,K1III
9.03,2.52,1.082,K1III
8.52,2.2,1.084,K1III
8.34,4.54,1.085,K1III
7.78,8.38,1.085,K1III
7.79,4.52,1.086,K1III
8.33,5.61,1.092,K1III
7.82,0.01,1.093,K1III
9.08,3.67,1.094,K1III
9.34,1.84,1.095,K1III
7.76,5.33,1.095,K1III
9.19,0.98,1.096,K1III
9.01,3.3,1.096,K1III
9.03,4.74,1.096,K1III
7.23,5.47,1.096,K1III
8.46,0.88,1.097,K1III
8.73,2.15,1.098,K1III
8.65,5.23,1.099,K1III
8.6,1.87,1.1,K1III
8.38,2.46,1.1,K1III
7.6,4.67,1.1,K1III
6.84,6.72,1.101,K1III
7.82,6.29,1.102,K1III
6.16,8.53,1.102,K1III
9.09,3.37,1.104,K1III
7.56,6.04,1.105,K1III
8.71,2.73,1.106,K1III
5.5,10.63,1.106,K1III
6.01,18.76,1.107,K1III
8.11,3.63,1.109,K1III
6.71,6.94,1.109,K1III
8.85,2.62,1.113,K1III
7.89,6.87,1.115,K1III
8.12,5.83,1.117,K1III
8.74,2.68,1.118,K1III
5.67,10.02,1.119,K1III
9.02,3.32,1.121,K1III
7.65,5.29,1.122,K1III
6.39,8.41,1.122,K1III
8.73,1.42,1.124,K1III
9,3.62,1.125,K1III
7.45,6.19,1.125,K1III
8.06,3.8,1.126,K1III
9.14,3.28,1.127,K1III
7.1,6.27,1.128,K1III
7.53,4.28,1.129,K1III
9.18,1.13,1.13,K1III
7.34,4,1.13,K1III
7.42,3.7,1.132,K1III
8.97,2.99,1.136,K1III
8.65,4,1.136,K1III
8.47,4.6,1.136,K1III
8.38,3.31,1.137,K1III
7.81,4.32,1.137,K1III
7.73,4.76,1.138,K1III
8.34,4.09,1.14,K1III
8.26,4.52,1.14,K1III
7.56,5.48,1.14,K1III
8.86,2.26,1.141,K1III
6.37,5.54,1.141,K1III
6.6,7.19,1.141,K1III
9.11,2.75,1.142,K1III
8.89,3.19,1.142,K1III
6.39,12.01,1.143,K1III
5.9,8.76,1.144,K1III
9.27,0.25,1.146,K1III
8.69,1.49,1.147,K1III
8.44,2.84,1.15,K1III
8.9,3.73,1.15,K1III
8.99,1.4,1.153,K1III
8.4,4.44,1.153,K1III
9.23,0.84,1.154,K1III
8.23,2.57,1.154,K1III
7.68,4.07,1.154,K1III
8.52,3.91,1.155,K1III
8.63,2.49,1.156,K1III
7.6,4.62,1.156,K1III
8.67,2.52,1.157,K1III
7.9,2.77,1.157,K1III
7.79,3.69,1.157,K1III
8.67,2.97,1.158,K1III
8.79,0.21,1.161,K1III
6.04,10.36,1.163,K1III
9.11,0.63,1.168,K1III
8.79,1.05,1.168,K1III
8.75,1.81,1.168,K1III
8.88,1.02,1.169,K1III
8.2,2.54,1.17,K1III
7.23,7.09,1.17,K1III
8.12,5.94,1.172,K1III
9.26,5.07,1.174,K1III
8.76,2.37,1.176,K1III
7.87,2.63,1.176,K1III
8.12,3.13,1.176,K1III
6.46,6.78,1.176,K1III
8.55,2.18,1.179,K1III
8.89,2.8,1.179,K1III
6.35,6.03,1.179,K1III
8.74,2.83,1.18,K1III
7.48,2.08,1.185,K1III
5.59,5.19,1.185,K1III
5.76,6.25,1.185,K1III
8.87,3.03,1.19,K1III
9.54,0.33,1.194,K1III
7.38,0.72,1.197,K1III
8.78,2.22,1.198,K1III
7.9,4.02,1.198,K1III
9.17,2.74,1.2,K1III
8.48,4.19,1.2,K1III
8.55,4.39,1.205,K1III
8.71,-0.06,1.211,K1III
7.52,3.38,1.212,K1III
6.68,4.43,1.212,K1III
7.46,3.8,1.214,K1III
6.08,6.03,1.216,K1III
8.98,1.85,1.217,K1III
8.44,3.43,1.217,K1III
8.63,0.52,1.219,K1III
8.65,1.64,1.221,K1III
5.41,5.94,1.226,K1III
8.1,1.5,1.227,K1III
7.91,2.65,1.23,K1III
9.46,4.02,1.237,K1III
9.67,2.45,1.249,K1III
8.94,3.53,1.254,K1III
7.13,2.46,1.26,K1III
7.43,2.55,1.26,K1III
7.64,3.49,1.261,K1III
5.55,6.56,1.262,K1III
7.22,4.29,1.273,K1III
5.47,6.52,1.275,K1III
7.61,2.86,1.285,K1III
9.03,0.23,1.288,K1III
5.42,6.04,1.311,K1III
8.78,0.42,1.315,K1III
8.27,3.97,1.359,K1III
8.12,4.8,0.93,K1III...
8.21,1.61,1.059,K1III...
5.88,6.98,1.133,K1III...
8.29,5.67,0.911,K1III/IV
8.83,6.32,0.956,K1III/IV
9.09,9.23,1.014,K1III/IV
9.33,2.59,1.068,K1III/IV
8.4,1.68,1.166,K1III/IV
6.73,4.09,1.249,K1III/IV
8.27,0.86,1.094,K1III:
9.44,1.92,1.094,K1III:
8.07,3.74,1.236,K1III:
6.2,7.77,1.237,K1III:
5.83,5.68,0.743,K1III+...
8.56,2.29,0.95,K1III+...
8.42,0.56,1.048,K1IIICN...
7.7,3.84,1.066,K1IIICN...
8.4,5.68,1.069,K1IIICN...
6.61,5.97,1.093,K1IIICN...
6.44,7.25,1.094,K1IIICN...
8.36,2.42,1.113,K1IIICN...
8.09,3.38,1.125,K1IIICN...
8.17,4.33,1.127,K1IIICN...
8.56,3.58,1.132,K1IIICN...
7.74,6.38,1.137,K1IIICN...
8.19,3.68,1.138,K1IIICN...
7.84,4.26,1.14,K1IIICN...
6,10.75,1.142,K1IIICN...
8.03,2.9,1.146,K1IIICN...
7.43,4.86,1.271,K1IIICN...
6.86,6.48,1.096,K1IIICNIV
8.29,2.83,1.183,K1IIICNIV
7.63,5.51,0.987,K1II-III
8.3,4.52,1.381,K1II-III
6.68,7.7,1.021,K1III-IV
7.51,5.66,1.112,K1III-IV
6.22,8.89,1.114,K1IIIvar
9.89,11.38,0.787,K1IV
9.63,12.73,0.827,K1IV
7.95,15.34,0.945,K1IV
7.52,11.82,0.961,K1IV
8.31,4.67,0.971,K1IV
9.35,3.89,0.972,K1IV
9.56,4.21,0.986,K1IV
6.14,6.65,0.998,K1IV
7.33,9.37,1.011,K1IV
5.46,25.69,1.012,K1IV
9.27,5.71,1.03,K1IV
7.01,7.7,1.078,K1IV
8.49,5.49,1.107,K1IV
8.49,4.76,1.132,K1IV
9.1,3.83,1.169,K1IV
8.94,1.59,1.181,K1IV
9.32,4.03,1.197,K1IV
8.82,5.29,1.219,K1IV
7.58,3.64,1.271,K1IV
8.78,8.36,1.011,K1IV/V
8.55,1.38,1.212,K1IV/VCN...
9.07,0.67,1.163,K1IV:
8.73,5.52,1.119,K1IVCN...
8.19,2.95,1.18,K1IVCN...
5.09,4.95,0.921,K1p...
8.62,2.95,1.164,K1p...
8.06,37.33,0.758,K1V
8.83,21.22,0.761,K1V
8,36.16,0.78,K1V
8.93,24.32,0.797,K1V
8.14,29.72,0.83,K1V
8.84,17.08,0.833,K1V
5.24,133.91,0.836,K1V
9.83,14.46,0.837,K1V
9.71,20.84,0.857,K1V
8.55,22.31,0.885,K1V
8.95,32.38,0.888,K1V
8.3,44.57,0.888,K1V
9.04,27.46,0.891,K1V
9.43,14.69,0.896,K1V
9.5,20.01,0.907,K1V
9.05,30,0.913,K1V
8.84,33.98,0.925,K1V
9.5,18.1,0.931,K1V
9.35,26.92,0.951,K1V
6.73,8.27,0.985,K1V
8.48,0.95,1.461,K1V
5.87,0.22,2.042,K1V
5.57,64.38,0.715,K1V+...
9.62,1.75,1.116,K2/K3III
6.47,11.76,1.184,K2/K3III
8.68,4.98,1.205,K2/K3III
6.35,7.35,1.222,K2/K3III
9.2,3.16,1.23,K2/K3III
8.71,1.47,1.259,K2/K3III
8.33,4.23,1.259,K2/K3III
6.43,5.05,1.26,K2/K3III
5.7,8.79,1.264,K2/K3III
7.57,5.83,1.28,K2/K3III
8.78,2.69,1.288,K2/K3III
6.92,3.62,1.289,K2/K3III
8.23,2.72,1.294,K2/K3III
7.62,2.6,1.297,K2/K3III
8.4,1.36,1.305,K2/K3III
8.2,0.25,1.308,K2/K3III
8.2,2.34,1.311,K2/K3III
7.06,3.01,1.314,K2/K3III
8.57,3.22,1.314,K2/K3III
8.38,1.29,1.316,K2/K3III
9.14,-0.49,1.323,K2/K3III
7.82,3.11,1.323,K2/K3III
8.29,4.14,1.323,K2/K3III
8.12,2.31,1.337,K2/K3III
8.55,1.78,1.341,K2/K3III
8.56,2.42,1.347,K2/K3III
6.59,5.05,1.351,K2/K3III
8.71,0.97,1.367,K2/K3III
6.96,4.3,1.394,K2/K3III
9.25,-1.21,1.397,K2/K3III
7.18,3,1.414,K2/K3III
8.68,3.84,1.418,K2/K3III
9.27,-0.29,1.423,K2/K3III
8.03,0.09,1.426,K2/K3III
9.15,3.18,1.438,K2/K3III
8.36,2.27,1.457,K2/K3III
8.71,1.26,1.498,K2/K3III
9.16,2.13,1.431,K2/K3III/IV
9.26,5.4,1.238,K2/K3III:
9.41,4.25,1.31,K2/K3III:
9.08,2.43,1.391,K2/K3III:
9,1.88,1.393,K2/K3III:
9.69,2.05,1.393,K2/K3III:
9.22,0.64,1.428,K2/K3III:
7.44,-0.47,1.633,K2/K3IIICNp
9.45,0.17,1.361,K2/K3IV
9.77,26.54,1.069,K2/K3V
8.07,0.64,1.322,K2:III:
6.92,1.12,2.04,K2Ib-II
7.84,3.77,1.146,K2II
6.98,3.12,1.306,K2II
8.44,2.02,1.33,K2II
6.98,1.55,1.843,K2II:p
7.24,1.96,1.39,K2IICNp...
9.3,4.36,0.972,K2III
7.25,10.89,1.019,K2III
6.1,7.42,1.028,K2III
8.72,3.88,1.037,K2III
7,7.1,1.06,K2III
8.09,4.16,1.061,K2III
7.43,5.34,1.061,K2III
7.39,5.84,1.074,K2III
7.23,5.5,1.092,K2III
7.02,8.41,1.099,K2III
6.59,8.71,1.102,K2III
6.68,11.29,1.102,K2III
5.98,7.18,1.119,K2III
8.79,4.21,1.127,K2III
7.27,3.9,1.129,K2III
3.74,12.59,1.136,K2III
8.94,2.91,1.137,K2III
9.27,4.09,1.14,K2III
8.88,4.78,1.14,K2III
8.71,3.68,1.141,K2III
8.33,4.24,1.141,K2III
8.4,3.44,1.147,K2III
8.94,4.7,1.151,K2III
2.01,49.48,1.151,K2III
7.75,4.71,1.152,K2III
6.55,6.86,1.152,K2III
8.78,1.29,1.156,K2III
8.08,3.45,1.156,K2III
8.77,3.59,1.157,K2III
3.46,27.73,1.161,K2III
5.59,8.29,1.163,K2III
8.8,2.98,1.165,K2III
7.28,5.82,1.165,K2III
7.24,3.76,1.167,K2III
7.74,5.56,1.167,K2III
9.18,0.46,1.168,K2III
7.28,6.82,1.168,K2III
9.18,-0.43,1.169,K2III
7.13,3.93,1.17,K2III
6.18,9.75,1.17,K2III
8.8,1.86,1.172,K2III
7.74,4.91,1.172,K2III
8.47,5.7,1.176,K2III
6.09,7.62,1.176,K2III
7.82,3.14,1.179,K2III
9.28,0.97,1.181,K2III
8.72,1.42,1.183,K2III
8.94,14.25,1.183,K2III
7.91,6.18,1.184,K2III
8.4,1.28,1.187,K2III
9.4,5.37,1.187,K2III
6.58,5.18,1.189,K2III
9.13,1.24,1.193,K2III
6.83,3.66,1.197,K2III
8.48,2.67,1.199,K2III
7.83,2.86,1.199,K2III
6.66,6.75,1.199,K2III
8.84,4.32,1.202,K2III
8.75,1.15,1.204,K2III
7.8,2.69,1.205,K2III
9.12,1.37,1.208,K2III
7.8,2.77,1.208,K2III
6.33,8.56,1.21,K2III
7.52,1.9,1.211,K2III
8.55,1.84,1.212,K2III
8.85,2.44,1.212,K2III
8.69,4.11,1.212,K2III
3.56,11.26,1.214,K2III
7.83,1.88,1.215,K2III
4.83,8.02,1.216,K2III
8.64,-0.2,1.219,K2III
9.11,1.3,1.221,K2III
8.59,1.54,1.222,K2III
9.09,1.78,1.223,K2III
8.02,2.81,1.223,K2III
6.81,8.31,1.225,K2III
7.01,4.75,1.226,K2III
8.74,1.92,1.227,K2III
7.55,2.03,1.227,K2III
4.9,11.31,1.231,K2III
9.1,1.88,1.236,K2III
9.23,5.9,1.236,K2III
8.13,2.08,1.238,K2III
8.97,0.77,1.241,K2III
9.1,4.65,1.241,K2III
9.11,4.18,1.247,K2III
8.15,1.43,1.248,K2III
8.62,4.21,1.248,K2III
7.26,3.07,1.249,K2III
6.91,3.56,1.249,K2III
8.08,3.32,1.251,K2III
4.78,14.77,1.254,K2III
7.86,3.45,1.255,K2III
7.83,2.91,1.256,K2III
9.03,3.85,1.263,K2III
8.4,2.9,1.264,K2III
8.79,2.51,1.266,K2III
9.11,0.02,1.267,K2III
8.34,2.65,1.268,K2III
8.91,-0.24,1.269,K2III
8.8,2.56,1.27,K2III
8.85,4.54,1.273,K2III
7.84,1.71,1.274,K2III
8.18,2.32,1.281,K2III
8.79,-1.25,1.282,K2III
8.77,1.89,1.282,K2III
9.31,1.66,1.285,K2III
7.88,2.94,1.287,K2III
8.47,2.92,1.289,K2III
8.24,3.36,1.289,K2III
8.68,0,1.29,K2III
7.76,3.54,1.293,K2III
6.88,6.89,1.293,K2III
8.97,2.26,1.294,K2III
8.38,2.3,1.298,K2III
8.44,1.51,1.3,K2III
6.64,4.46,1.301,K2III
6.67,4.58,1.304,K2III
6.41,3.29,1.306,K2III
8.54,2.5,1.31,K2III
8.98,0.66,1.311,K2III
8.82,1.43,1.311,K2III
9.11,4.47,1.314,K2III
7.76,0.44,1.316,K2III
8.29,2.49,1.32,K2III
7.57,2.59,1.322,K2III
8.73,0.47,1.326,K2III
8.37,3.17,1.326,K2III
5.92,7.35,1.327,K2III
9.21,3.51,1.328,K2III
8.19,1.78,1.332,K2III
9.27,3.72,1.336,K2III
9.11,2.47,1.338,K2III
6.3,3.4,1.34,K2III
6.97,2.4,1.341,K2III
7.59,3.82,1.341,K2III
8.41,2.53,1.342,K2III
5.41,5.61,1.346,K2III
8.65,-0.53,1.349,K2III
8.97,1.69,1.349,K2III
5.66,7.64,1.35,K2III
7.81,3.38,1.351,K2III
9.14,1.66,1.356,K2III
6.89,3.34,1.36,K2III
8.56,0.77,1.365,K2III
6.18,3.25,1.366,K2III
7.65,3.47,1.368,K2III
7.89,1.59,1.375,K2III
8.15,0.47,1.376,K2III
8.32,0.25,1.385,K2III
7.15,4.54,1.388,K2III
7.41,0.57,1.389,K2III
8.26,2.64,1.392,K2III
7.09,1.72,1.394,K2III
9.14,1.63,1.415,K2III
8.37,1.8,1.435,K2III
9.52,1.28,1.5,K2III
6.41,10.26,1.188,K2III...
8.12,2.45,1.205,K2III...
7.88,7.09,1.075,K2III/IV
8.96,2.22,1.124,K2III/IV
8.72,3.68,1.192,K2III/IV
8.26,4.01,1.194,K2III/IV
8.78,-2.05,1.382,K2III/IV
9.03,3.65,1.146,K2III/IVCN.
7.85,6.06,1.186,K2III/IVCN.
8.78,9.04,0.9,K2III:
9.87,16.93,0.954,K2III:
6.2,10.01,1.114,K2III:
9.85,1.65,1.176,K2III:
9.49,4.92,1.232,K2III:
9.48,-3.01,1.311,K2III:
9.54,4.08,1.374,K2III:
9.64,-2.13,1.5,K2III:
7.36,4.73,1.117,K2IIICN...
6.97,5.66,1.163,K2IIICN...
8.27,4.91,1.169,K2IIICN...
7.88,3.97,1.181,K2IIICN...
7.92,4.95,1.189,K2IIICN...
7.7,5.99,1.198,K2IIICN...
8.45,3.36,1.214,K2IIICN...
8.75,2.49,1.252,K2IIICN...
7.85,1.52,1.33,K2IIICN...
8.2,5.02,1.183,K2IIICNII
7.37,5.24,1.077,K2II-III
4.24,10.43,1.213,K2II-III
6.6,5.84,1.153,K2III-IV
6.33,18.04,1.02,K2IV
8.73,0.5,1.341,K2IV/V
8.27,33.89,0.863,K2V
9.13,24.3,0.874,K2V
9.15,27.05,0.887,K2V
5.74,134.04,0.89,K2V
9.56,20.81,0.904,K2V
9.74,19.99,0.905,K2V
8.46,34.78,0.916,K2V
9.84,22.04,0.919,K2V
9.36,19.65,0.928,K2V
7.15,71.01,0.936,K2V
7.36,57.9,0.937,K2V
7.92,55.53,0.94,K2V
9.6,25.59,0.958,K2V
7.74,43.16,0.966,K2V
8.76,32.13,0.97,K2V
8.03,45.43,0.983,K2V
7.22,47.36,1,K2V
9.02,31.79,1.02,K2V
8.88,4.92,1.031,K2V
8.66,37.6,1.197,K2V
7.83,1.92,1.481,K2V
7.68,2.96,1.57,K2V
9.53,2.71,1.387,K2V:
9.23,2.51,1.313,K3/K4III
8.6,1.11,1.412,K3/K4III
9.09,0.18,1.424,K3/K4III
7.36,2.3,1.444,K3/K4III
7.29,2.29,1.462,K3/K4III
9.04,3.33,1.518,K3/K4III
7.21,3.38,1.53,K3/K4III
8.93,0.81,1.573,K3/K4III
9.15,0.17,1.47,K3/K4III:
8.66,2.02,1.476,K3/K4III:
9.09,2.76,1.478,K3/K4III:
8.02,1.24,1.521,K3/K4III:
